SYMBOL|SERIES|OPEN|HIGH|LOW|CLOSE|LAST|PREVCLOSE|TOTTRDQTY|TOTTRDVAL|TOTALTRADES
TCFSL|NL|1100.01|1113.9|1100.01|1112.78|1113.9|1110|905|1001768.15|48
TCI|EQ|651.90|658.45|633.05|638.75|642.25|671.9|53400|34519823.8|6526
TCIDEVELOP|EQ|349.00|349|305.9|324.75|337.8|336.05|125|41582.75|34
TCIEXP|EQ|1750.00|1760|1612.35|1662.4|1640|1783.25|36606|62978435.85|7228
TCIFINANCE|BE|6.85|6.85|6.35|6.5|6.65|6.6|20897|136267.4|50
TCNSBRANDS|EQ|692.00|718|653.6|669.25|653.6|670.6|106843|73350636.75|7856
TCPLPACK|EQ|522.00|652|522|575.5|593|573.5|117167|71474980.55|11333
TCS|EQ|3724.00|3793.25|3710|3733.75|3729.15|3694.95|5951745|22318114654|452110
TDPOWERSYS|EQ|378.00|395|371.15|388.6|378.75|395.4|70805|27457683.1|2381
TEAMLEASE|EQ|4175.00|4175|3880|4003.75|4032.15|4165.45|31562|126870272.2|6505
TECH|EQ|34.05|34.6|33.8|33.82|33.8|34.44|7620|260413.57|147
TECHIN|EQ|8.20|8.5|8.1|8.5|8.5|8.1|53325|449498.55|236
TECHM|EQ|1390.00|1418.8|1371|1390.15|1386.85|1424.9|2149302|3008095389|115248
TECHNOE|EQ|239.95|241.6|228|234.55|231.5|243.45|50160|11898888.8|1860
TEGA|EQ|510.00|522.6|486.5|491.75|490|530.8|261510|132136666.3|12672
TEJASNET|EQ|424.05|433|414.6|415.3|415.3|436.4|483418|202389527.4|7141
TEMBO|EQ|305.00|305|277|299.6|296.9|304.7|152681|45628675.2|1115
TERASOFT|EQ|51.00|53.8|49|49.55|50.85|53.8|46567|2389788.4|992
TEXINFRA|EQ|59.00|60.05|55.7|57.35|57.35|60.45|54337|3164471.5|866
TEXMOPIPES|EQ|80.20|84.3|79|80.1|80|86.15|387999|31548629.2|7513
TEXRAIL|EQ|42.55|42.55|38.05|38.45|38.6|43.45|2980216|119883159.9|10325
TFCILTD|EQ|62.00|64.75|61.5|62.1|61.8|66.15|193085|12180409.2|2655
TFL|EQ|10.95|11|10.2|10.2|10.2|10.7|15133|156103.6|101
TGBHOTELS|EQ|9.25|9.25|8.7|8.7|8.8|9.1|27212|242402.9|172
THANGAMAYL|EQ|1075.00|1088.95|1040|1061.75|1045|1077.85|7928|8438826.2|1032
THEINVEST|EQ|106.20|109.35|101.3|103.2|103.45|109.7|9070|951288.3|336
THEJO|SM|1190.00|1190|1103.25|1110.05|1105.5|1192.65|3000|3382290|18
THEMISMED|EQ|1040.00|1070|985.65|1057.35|1055|1081.3|12743|13246858.8|1239
THERMAX|EQ|1812.10|1884|1790.05|1863.15|1850.6|1859.35|50545|93626393.7|9896
THOMASCOOK|EQ|63.20|64|61.2|61.55|61.8|64.35|419647|26097173.35|4037
THOMASCOTT|BE|46.00|46|44.5|45.8|45.8|46.8|3139|140306.6|32
THYROCARE|EQ|897.00|910.8|845.85|859.15|863.9|945.85|140306|122944276.3|16101
TI|EQ|73.60|75.8|73.6|73.6|73.6|77.45|179748|13317984.2|1160
TIDEWATER|EQ|1400.90|1416|1380.55|1385.9|1390|1416.65|17817|24896612.5|3784
TIIL|EQ|779.40|788|750.5|756.65|752.5|784.2|11019|8480539.9|788
TIINDIA|EQ|1680.00|1684|1588|1609.15|1601.55|1700.2|160469|258471786.6|18019
TIJARIA|BE|6.50|6.8|6.2|6.8|6.55|6.5|24472|158401.4|71
TIL|EQ|131.25|132.2|120|122.85|123.5|134.6|24624|3101694.45|745
TIMESCAN|SM|89.70|89.7|85|85.25|85|89.7|14000|1210700|7
TIMESGTY|EQ|60.05|60.35|55.25|56.3|55.5|60.7|24100|1388916.55|619
TIMETECHNO|EQ|73.90|77|72.25|74.95|75.95|74.2|2034254|153130065.7|12995
TIMKEN|EQ|1950.00|1950|1875|1889.65|1900|1963.2|21318|40657629.05|5262
TINPLATE|EQ|362.20|362.2|344.2|348.35|345.95|369.4|621897|220329634.8|21587
TIPSINDLTD|BE|1913.30|1980|1911.85|1911.85|1911.85|2012.45|11851|22676304.35|1151
TIRUMALCHM|EQ|245.00|248|228.95|232.05|232.45|253.7|655283|157151094.8|17082
TIRUPATIFL|EQ|13.50|13.5|12.4|12.75|12.5|12.95|263424|3325745.85|461
TITAN|EQ|2380.00|2423|2351.25|2398|2396.75|2442.25|816491|1961536760|59633
TMRVL|EQ|18.15|18.35|16.4|17.2|17.45|18.7|197358|3484608.65|1419
TNPETRO|EQ|104.00|104.35|100.8|101.3|101.6|105.7|259069|26631205.95|4835
TNPL|EQ|128.00|128.15|121.6|122.75|122.85|131.6|140343|17583936.1|3068
TNTELE|BE|9.90|9.9|9.1|9.1|9.15|9.55|19299|176807.55|137
TOKYOPLAST|EQ|103.00|103.05|99.1|99.85|99.1|104.55|12257|1242560.3|322
TORNTPHARM|EQ|2550.00|2626|2530.05|2551.2|2530.05|2590.6|208608|540965891.5|22801
TORNTPOWER|EQ|481.30|494.05|476.3|479.85|476.3|495.4|721629|350254540.3|20239
TOTAL|BE|90.00|90|85.3|85.3|85.3|89.75|43757|3746473.05|212
TOUCHWOOD|EQ|110.00|114.4|107|108|108|113.3|4156|451518.75|109
TPLPLASTEH|EQ|138.15|144.8|134.7|136.85|137.85|147.05|19326|2704158.55|708
TREEHOUSE|BE|10.65|10.65|10.15|10.15|10.2|10.65|12270|125955.85|72
TREJHARA|EQ|87.25|87.3|82.9|82.9|82.9|87.25|83077|7071058.2|919
TRENT|EQ|1040.00|1055|1017|1036.3|1035|1071.35|536059|557124877.2|26484
TRF|EQ|120.00|123.3|116.2|119.3|116.6|117.45|17882|2169444.15|425
TRIDENT|BE|54.00|56|54|54|54|56.8|6864670|372280499|74931
TRIGYN|EQ|147.00|153.05|140|144.85|145.5|156.75|547978|80182305.55|15982
TRIL|EQ|39.10|39.45|36.85|37.25|36.9|40.5|758394|28901632.25|5097
TRITURBINE|EQ|199.00|199|185|186.6|186.75|203.25|364934|69867227.35|11545
TRIVENI|EQ|268.50|273.95|251.35|255.35|255|274.15|947157|249723120.5|20062
TTKHLTCARE|EQ|665.00|715|665|686.3|688|694.05|9493|6548031.1|812
TTKPRESTIG|EQ|835.15|860.9|821.6|847.9|853|855.25|103958|87083517.35|10270
TTL|EQ|114.50|115.7|105.4|109.2|110.4|119.5|158713|17390568.75|3113
TTML|BE|147.35|147.35|147.35|147.35|147.35|155.1|496931|73222782.85|11062
TV18BRDCST|EQ|70.35|71.15|63.55|64.6|64.5|71.75|18130833|1223550726|56469
TVSELECT|EQ|232.00|239.8|214|217.9|216.9|246.55|407692|92972723.9|17181
TVSMOTOR|EQ|654.00|668.4|637.15|641.7|637.6|660.45|2853430|1867803812|62041
TVSSRICHAK|EQ|1931.20|2023.55|1909.65|1966.75|1969.9|2053|7451|14783557.4|826
TVTODAY|EQ|394.95|394.95|366.4|379.15|382|393|92437|35379307.1|5180
TVVISION|BE|3.25|3.25|3.15|3.15|3.15|3.3|310|986.5|3
TWL|EQ|101.05|101.85|92|93.4|92.95|103.45|791913|76648129.7|11733
UBL|EQ|1568.40|1571.9|1517.95|1527.2|1525.7|1593.35|143686|222952365.2|14025
UCALFUEL|EQ|130.15|137.2|130.15|131.7|131.1|146.75|170639|22822534.8|4776
UCL|SM|57.00|57.95|55|57.95|57.95|57|30000|1677100|8
UCOBANK|EQ|12.90|12.9|12.5|12.55|12.55|13|4149177|52729922|15206
UDAICEMENT|EQ|35.05|35.05|30.85|32.5|32.45|35.05|302816|10120987.4|2925
UFLEX|EQ|546.75|590|528.05|551.5|551|509.45|2962227|1681724005|104818
UFO|EQ|99.60|100.4|96|96.2|96|100.45|252870|24804325.4|3619
UGARSUGAR|EQ|49.00|50.3|45.25|45.7|45.7|50.15|1921342|91919509.95|9413
UGROCAP|EQ|181.10|198.9|176.35|184.2|187.5|188.35|307774|58284143.85|14572
UGROCAP|N1|1004.00|1009.99|1003.01|1009.99|1009.99|1004|203|204670.55|7
UJAAS|BE|5.15|5.15|5.15|5.15|5.15|5.4|341388|1758148.2|1542
UJJIVAN|EQ|120.00|123.3|118.5|118.85|119|123.9|889527|107177779.6|9515
UJJIVANSFB|EQ|18.20|18.45|18.05|18.1|18.15|18.7|1523883|27744573.35|5119
ULTRACEMCO|EQ|7242.50|7242.5|7050|7089.1|7079.95|7323.6|266661|1898817643|43063
UMANGDAIRY|EQ|74.00|74|71.05|71.3|71.15|73.65|17415|1257268.75|325
UMESLTD|BE|5.25|5.25|5.25|5.25|5.25|5.5|200|1050|1
UNICHEMLAB|EQ|248.40|258.4|232.55|252.3|252|250.65|122709|30327576.25|9072
UNIDT|EQ|482.70|497.95|464.1|481|479.9|489.8|75932|36530928.8|9816
UNIENTER|EQ|130.00|131.95|124.05|124.5|125.5|129.55|24144|3095475|676
UNIINFO|EQ|29.70|29.7|28.55|29.25|28.6|28.5|18665|548834.2|131
UNIONBANK|EQ|44.80|44.8|42.35|42.85|42.65|46.3|17917107|786855583.8|37573
UNITECH|BZ|2.50|2.55|2.5|2.5|2.5|2.6|2368119|5928439.45|2312
UNITEDPOLY|EQ|36.90|36.9|36.9|36.9|36.9|38.8|4502|166123.8|56
UNITEDTEA|EQ|343.15|353.9|339.4|344.2|343.1|344|1872|648197.8|198
UNIVASTU|EQ|81.00|81.45|77.5|78.65|78.4|81.8|28118|2242789.15|630
UNIVCABLES|EQ|163.95|163.95|155.1|157.5|156.1|165.6|35139|5590514.5|885
UNIVPHOTO|EQ|937.90|937.9|906.15|908.6|908.5|953.8|9950|9063408.65|384
UPL|EQ|744.30|749.05|716|721.7|716|753.2|1950243|1436353148|54288
URJA|BE|18.05|18.05|18.05|18.05|18.05|19|714483|12896418.15|7023
USHAMART|EQ|88.55|92.1|86.3|88.75|88.1|90.6|1051257|94718578.4|11583
UTIAMC|EQ|871.25|899.85|851|868.3|865|898.7|126800|111582836.1|16122
UTIBANKETF|EQ|38.05|38.69|36.79|37.02|37.05|38.48|30313|1136725.95|418
UTINEXT50|EQ|43.69|43.69|41.95|42.02|41.95|43.33|32807|1392528.78|400
UTINIFTETF|EQ|1830.00|1830|1775.9|1779.75|1776.45|1822.05|4676|8378819.09|319
UTISENSETF|EQ|600.80|614.99|593.51|594.66|593.74|612.33|5879|3517505.47|286
UTISXN50|EQ|49.99|49.99|46.96|47.26|47.25|49.08|4057|192927.54|96
UTTAMSTL|BE|6.20|6.35|6.15|6.15|6.15|6.45|240706|1482802.1|693
UTTAMSUGAR|EQ|214.00|215.65|193.05|198.9|199.75|218.7|258863|53885836.3|7020
UWCSL|SM|35.20|35.2|35.2|35.2|35.2|33.75|4000|140800|1
V2RETAIL|EQ|150.00|155.25|149|149.7|149.1|155.5|35453|5358581.95|649
VADILALIND|EQ|1045.00|1095|975.1|1054.35|1054|1055.7|39981|42731564.75|4337
VAIBHAVGBL|EQ|435.00|440|425.05|428.55|427|444.05|159183|68704066.1|13066
VAISHALI|EQ|50.90|56.1|46.45|51|51.15|51.9|926316|48859557.95|13973
VAKRANGEE|EQ|36.35|36.35|35.05|35.4|35.3|36.85|2298655|82245458.45|8645
VALIANTORG|EQ|1000.00|1009|949.2|956.5|951|1017.2|62229|61390993.65|8032
VARDHACRLC|EQ|53.55|55.8|53|53.35|53.2|57.1|128016|6944489.5|1400
VARDMNPOLY|EQ|27.15|29|27.15|27.15|27.15|28.55|17791|484737.45|136
VARROC|EQ|382.00|399.9|376.1|378.35|380|400.2|215049|82768495.45|14405
VASCONEQ|EQ|28.50|28.5|26.2|27.3|27.2|29.05|779649|21462815.5|3284
VASWANI|EQ|24.70|25.9|23.5|23.5|23.5|24.7|175732|4225891.35|1510
VBL|EQ|929.45|940|898.7|911.3|910|936.5|516089|479536470.5|24732
VCL|SM|108.00|110|108|110|110|105|12500|1368750|5
VEDL|EQ|370.05|374.85|359.6|361.5|361.4|378.05|11817623|4347092510|88123
VENKEYS|EQ|2100.05|2142.55|2055.5|2066.7|2055.5|2186.25|55678|116685457.7|9382
VENUSREM|EQ|313.00|313.8|300|301.7|301.85|316.25|45666|13966668.65|3254
VERTOZ|EQ|111.10|112.2|98|102.8|100|113.75|79976|8560980.25|2423
VESUVIUS|EQ|1086.00|1086|1063.25|1068.7|1067|1088.6|4761|5113699.55|387
VETO|EQ|105.05|109.45|101.6|102.65|102|110.75|105268|11080905.15|2764
VGUARD|EQ|214.80|216.6|206.05|208.8|209|216.8|317225|66999696|12216
VHL|EQ|3847.15|3847.15|3606.65|3684|3710|3847.15|1269|4727036.25|420
VICEROY|BZ|5.25|5.25|4.95|4.95|4.95|5.2|23235|115419.15|61
VIDHIING|EQ|388.90|390.35|363.5|365.65|365.5|389.15|85426|32205947.5|4486
VIJAYA|EQ|461.00|469.7|444.6|448.8|445|473.15|84874|38577121.55|3961
VIJIFIN|BE|3.10|3.2|2.9|3.2|3.2|3.05|222613|690967.5|378
VIKASECO|BE|5.50|5.5|5.5|5.5|5.5|5.75|1281725|7049487.5|3384
VIKASLIFE|BE|6.05|6.05|6.05|6.05|6.05|6.35|2070379|12525792.95|5228
VIKASPROP|BE|2.20|2.2|2.1|2.1|2.1|2.2|1135122|2395850.05|1877
VIKASWSP|BE|4.00|4|3.8|3.8|3.8|3.95|844165|3223417.55|887
VIMTALABS|EQ|377.00|383|358.05|367.85|370.15|382.1|49967|18644284.85|3470
VINATIORGA|EQ|1866.10|1906|1827.95|1893.65|1900|1907.65|58823|111001434.7|5196
VINDHYATEL|EQ|1180.35|1233|1162.1|1167.35|1166.05|1231.25|22495|26819579.7|3649
VINEETLAB|EQ|73.00|75|66|67.75|66.05|68.15|103151|7360093.8|1372
VINNY|SM|55.25|55.25|55.25|55.25|55.25|53.9|9000|497250|2
VINYLINDIA|EQ|261.00|267|250.55|253.4|250.6|266.9|155629|40380059|9044
VIPCLOTHNG|BE|25.15|25.6|24.65|24.65|24.65|25.9|203400|5052476.45|609
VIPIND|EQ|626.10|652.3|622|626.2|623.5|669.55|341460|218045080.8|25594
VIPULLTD|EQ|20.80|21.6|19.5|20.05|20|21|24098|490664.35|294
VISAKAIND|EQ|580.00|628|580|608.3|607.9|611.2|617507|378668565.1|5939
VISASTEEL|EQ|16.00|16.4|15.9|15.9|15.9|16.7|24576|392834.7|167
VISESHINFO|BE|1.30|1.3|1.3|1.3|1.3|1.35|8939291|11621078.3|15794
VISHAL|EQ|115.10|119|115.05|117.45|119|120.6|114849|13426178.4|1481
VISHNU|BE|1132.05|1150|1125|1125|1125|1184.2|10860|12232785.1|683
VISHWARAJ|EQ|23.00|23.1|21.9|22.1|22.05|23.6|7571791|168230233.9|11773
VIVIDHA|BE|2.00|2|2|2|2|2.1|568645|1137290|1385
VIVIMEDLAB|EQ|20.20|20.55|19.8|19.9|19.9|20.7|367178|7359066.75|1294
VIVO|SM|223.00|223|214.5|216.6|214.5|236|8000|1753280|5
VLSFINANCE|EQ|190.05|194.75|183|184.95|184.9|197.85|80664|15209101.35|1784
VMARCIND|SM|42.00|43|40|40.75|40.75|42.4|15000|624750|5
VMART|EQ|3581.00|3582.9|3400|3418.95|3422|3582.95|10136|35447500.65|4447
VOLTAMP|EQ|1901.00|1950.35|1861.05|1874.8|1875|1988.75|11104|21083763.95|2659
VOLTAS|EQ|1157.00|1185.3|1138|1170.25|1169.3|1192.3|1128739|1319072776|50967
VRLLOG|EQ|495.00|508.95|475.5|480.5|483.5|518.25|245147|120613497.7|16051
VSSL|EQ|248.00|249|234|237.85|240.05|249.6|177919|43091126.65|14145
VSTIND|EQ|3080.00|3080|3029.3|3043.4|3049|3085.55|4926|15012422.5|1132
VSTTILLERS|EQ|2743.25|2784.7|2676.15|2747.85|2735|2747.95|21449|58630844.3|7595
VTL|EQ|2451.00|2465.65|2334.65|2415.2|2415|2509.85|111987|272130108.9|15260
WABAG|EQ|304.00|304|292|293.95|292.05|305.25|254473|75754502.8|10365
WABCOINDIA|EQ|7677.00|7848|7610.9|7757.75|7780.05|7697.7|1888|14556240.75|755
WALCHANNAG|EQ|56.10|56.15|51.7|52.4|52.7|56.9|292209|15755285.6|2655
WANBURY|BE|91.20|100.7|91.2|94.05|97|95.95|82093|7842636.55|275
WATERBASE|EQ|101.00|102.85|97.3|98.95|97.3|104.15|122099|12155609.8|2521
WEALTH|BE|254.60|281.25|254.6|262.25|262.25|268|401|104604.9|7
WEBELSOLAR|EQ|120.45|120.45|120.45|120.45|120.45|126.75|86685|10441208.25|1489
WEIZMANIND|EQ|89.95|93.7|84.25|84.25|84.25|93.6|233306|20534654.85|6001
WELCORP|EQ|169.00|169.3|153|156.05|154|172.85|1901177|309318377.8|20106
WELENT|EQ|89.95|90|85|85.55|86.8|90.95|244602|21560900.6|3979
WELINV|EQ|303.00|310|277.65|291.6|279.95|303|4658|1394749.15|310
WELSPUNIND|EQ|115.90|117|112.55|116.25|116.6|117.85|1163589|134791645.1|16408
WENDT|EQ|5109.00|5142.4|5025|5093.15|5080|5175.05|419|2134475.4|189
WESTLIFE|EQ|465.00|471|442.3|446.05|444|474.55|113160|52014588.55|9211
WEWIN|SM|54.65|56.6|54.65|56|56|57.5|12000|665850|4
WFL|BE|206.00|206.75|188.05|198.3|201|196.95|7285|1421273.25|116
WHEELS|EQ|696.40|696.4|640|647.25|649.3|692.9|18411|12205701.75|1463
WHIRLPOOL|EQ|1737.00|1745|1680.05|1707.3|1708.7|1758.9|264795|452908003|19256
WILLAMAGOR|EQ|25.85|25.85|23.7|24.2|24.7|25.35|7092|172410.75|147
WINDLAS|EQ|284.15|284.15|265|273.3|276|290.05|70282|19386638.05|4252
WINDMACHIN|EQ|42.25|43.9|40.4|40.55|40.8|44.85|197953|8235823.05|1118
WINPRO|EQ|7.60|7.6|7.25|7.35|7.4|7.55|369983|2717303.9|750
WIPL|BE|61.20|62.95|61.1|62.95|62.95|60|232|14364.05|36
WIPRO|EQ|550.00|557.15|540|541.7|542.45|561.45|8120773|4461505135|190993
WOCKPHARMA|EQ|404.00|404.5|388|390.3|389|412.55|367653|145896836.8|11322
WONDERLA|EQ|224.00|224|215.1|216.9|217.5|224.4|71675|15756735.3|4695
WORTH|EQ|117.00|117|103.2|108.95|104|120.05|62674|7008319.55|1145
WSI|BE|11.40|11.4|11.4|11.4|11.4|10.9|5823|66382.2|9
WSTCSTPAPR|EQ|238.00|239.95|233|235.6|237|243.5|282463|66831604.9|6561
XCHANGING|EQ|98.75|98.75|93|94.1|94.5|100|636470|61345222.6|7992
XELPMOC|EQ|321.05|329.05|308.25|313.2|315.45|333.05|27446|8798808.1|2221
XPROINDIA|BE|1053.00|1100|1051.8|1056.1|1059.95|1107.15|16114|17057144.1|743
YAARI|EQ|75.95|80.5|72.35|75.75|76.55|78.1|188588|14272639.6|2135
YESBANK|EQ|13.80|13.85|13.2|13.25|13.25|13.9|115019220|1555204906|86391
YUKEN|EQ|561.30|568.7|552.55|562.35|562|567.45|1050|590235.2|63
ZEEL|EQ|257.00|260.05|248.05|249.35|249.05|261.9|11162019|2826371269|103087
ZEEL|P2|2.05|2.1|2.05|2.05|2.05|2.05|200565|415537.1|4488
ZEELEARN|EQ|14.70|14.9|14.05|14.15|14.2|15.1|2449899|35575008.2|4281
ZEEMEDIA|EQ|18.90|19.45|18.55|18.55|18.55|19.5|11333802|212147850.5|8515
ZENITHEXPO|EQ|84.35|90.1|80.5|84.05|80.5|87.75|653|55787.05|63
ZENITHSTL|BE|1.20|1.2|1.2|1.2|1.2|1.25|60388|72465.6|27
ZENSARTECH|EQ|386.00|386.75|352.2|360.55|360.45|390|1006714|375655479.3|31430
ZENTEC|EQ|215.00|215|207|207.75|207.7|217.7|319589|67153913.75|8577
ZODIAC|BE|105.15|105.15|105.15|105.15|105.15|110.65|12710|1336456.5|99
ZODIACLOTH|EQ|109.60|111.5|105.25|105.75|105.35|109.55|44975|4878573.35|964
ZOMATO|EQ|87.00|87|80.55|82.45|82.65|88.7|35049550|2915377950|446998
ZOTA|EQ|379.00|380|362.5|367.15|363.9|380.25|59289|21992700.15|1812
ZUARI|EQ|140.10|141.75|131.15|132.85|132.5|143.45|194277|26428065.95|3955
ZUARIGLOB|EQ|178.00|178|159.95|167.45|168|178.9|245870|41946532.9|5070
ZYDUSWELL|EQ|1480.00|1553.55|1460|1475.75|1478.05|1496.2|96916|143478001.2|11257
